Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
Female,36,1,29,1,1-2 Year,No,31984,124,142,0
Male,60,1,28,0,1-2 Year,Yes,39294,122,221,1
Female,32,1,11,0,< 1 Year,Yes,29057,124,256,0
Female,46,1,28,0,1-2 Year,Yes,33470,124,104,1
Male,62,1,45,0,1-2 Year,Yes,34693,26,274,0
Male,44,1,28,0,1-2 Year,Yes,53699,157,10,1
Male,41,1,28,0,1-2 Year,Yes,35299,152,226,0
Female,41,1,41,0,1-2 Year,Yes,41900,124,284,1
Female,31,1,35,0,1-2 Year,Yes,59255,154,61,1
Male,46,1,8,1,1-2 Year,No,43511,26,40,0
Female,58,1,28,1,1-2 Year,No,37985,26,55,0
Male,36,1,8,0,1-2 Year,Yes,37780,124,206,1
Male,25,1,37,0,< 1 Year,Yes,50878,160,92,0
Female,34,1,28,0,< 1 Year,Yes,56848,124,136,1
Male,48,1,30,0,> 2 Years,Yes,30338,124,221,1
Male,55,1,28,0,1-2 Year,Yes,40794,26,251,1
Male,23,1,8,1,< 1 Year,No,54867,152,47,0
Male,40,1,28,0,1-2 Year,Yes,64644,124,117,1
Male,31,1,45,0,< 1 Year,Yes,34170,124,193,1
Male,34,1,14,0,1-2 Year,Yes,25114,26,57,1
Female,57,1,20,0,1-2 Year,No,2630,133,266,0
Male,42,1,46,0,1-2 Year,Yes,2630,26,44,1
Male,22,1,13,0,< 1 Year,Yes,22121,152,19,1
Female,38,1,28,0,1-2 Year,Yes,37734,26,174,1
Male,44,1,40,0,1-2 Year,Yes,30312,26,18,1
Male,42,1,28,0,1-2 Year,Yes,28885,26,240,1
Female,23,1,28,1,< 1 Year,No,25939,152,13,0
Female,51,1,28,0,1-2 Year,Yes,33372,124,34,1
Female,48,1,38,1,1-2 Year,No,43975,26,144,0
Female,25,1,14,1,< 1 Year,No,25279,152,93,0
Female,66,1,46,0,1-2 Year,Yes,2630,156,17,1
Male,24,1,9,0,< 1 Year,Yes,34013,152,200,1
Male,44,1,28,0,1-2 Year,Yes,41464,26,85,0
Female,23,1,8,1,< 1 Year,No,37800,152,218,0
Male,21,1,21,0,< 1 Year,Yes,26882,124,68,1
Male,44,1,28,0,> 2 Years,Yes,42702,26,207,1
Male,67,1,28,0,1-2 Year,Yes,50847,26,104,1
Male,25,1,29,0,< 1 Year,Yes,36273,152,182,1
Male,41,1,28,0,> 2 Years,Yes,33998,124,161,1
Female,46,1,28,0,1-2 Year,Yes,40550,124,282,0
Female,52,1,28,0,1-2 Year,Yes,26009,26,178,1
Female,22,1,30,1,< 1 Year,No,30827,152,179,0
Male,39,1,48,1,1-2 Year,No,2630,122,190,0
Female,35,1,41,0,1-2 Year,Yes,33012,124,145,1
Male,34,1,23,0,1-2 Year,Yes,20690,124,120,1
Female,47,1,46,0,1-2 Year,Yes,2630,124,282,1
Female,48,1,35,0,1-2 Year,No,23623,124,139,0
Male,29,1,35,0,1-2 Year,Yes,33678,124,239,1
Male,42,1,15,0,1-2 Year,Yes,39237,14,214,0
Male,40,1,28,0,1-2 Year,Yes,65997,26,79,0
Male,51,1,8,0,1-2 Year,Yes,2630,152,154,0
Female,47,1,28,0,1-2 Year,Yes,35359,124,279,0
Male,47,1,28,1,1-2 Year,No,30680,152,88,0
Female,29,1,46,0,1-2 Year,Yes,2630,157,255,0
Male,23,1,16,0,< 1 Year,Yes,26108,152,50,1
Male,26,1,34,1,< 1 Year,No,2630,160,247,0
Male,24,1,28,0,< 1 Year,Yes,52583,152,34,1
Female,39,1,8,1,1-2 Year,Yes,52582,26,28,0
Female,67,1,47,0,1-2 Year,No,40701,124,230,0
Female,23,1,15,1,1-2 Year,No,2630,124,268,0
Female,40,1,46,0,1-2 Year,Yes,27731,26,169,1
Female,67,1,33,1,1-2 Year,No,2630,124,243,0
Female,52,1,28,0,> 2 Years,Yes,31332,26,129,1
Male,24,1,41,1,< 1 Year,No,29513,152,131,0
Male,49,1,24,0,1-2 Year,Yes,27105,124,101,1
Male,52,1,12,1,1-2 Year,No,40638,124,298,0
Female,26,1,28,1,< 1 Year,No,32746,152,200,0
Male,30,1,28,0,< 1 Year,Yes,47946,160,60,0
Female,27,1,8,1,< 1 Year,No,2630,152,211,0
Male,43,1,28,0,1-2 Year,Yes,31531,124,218,1
Male,46,1,28,0,1-2 Year,Yes,32428,156,152,1
Male,60,1,28,0,1-2 Year,Yes,40579,26,161,1
Male,34,1,46,0,1-2 Year,Yes,27462,154,28,1
Female,69,1,28,0,> 2 Years,Yes,2630,157,203,0
Female,40,1,43,0,1-2 Year,Yes,2630,157,114,1
Male,66,1,45,0,1-2 Year,Yes,36189,152,45,1
Female,21,1,2,1,< 1 Year,No,36067,160,236,0
Female,29,1,3,0,< 1 Year,Yes,26277,160,261,1
Male,36,1,28,0,1-2 Year,Yes,37092,124,54,1
Male,46,1,28,0,1-2 Year,Yes,40868,26,292,1
Female,46,1,29,0,1-2 Year,Yes,37896,26,79,1
Male,27,1,28,0,< 1 Year,Yes,57389,26,158,1
Female,45,1,48,0,1-2 Year,Yes,2630,15,61,1
Female,44,1,11,0,1-2 Year,Yes,25411,124,27,1
Female,24,1,41,1,< 1 Year,No,26757,152,283,0
Female,42,1,28,0,1-2 Year,Yes,32618,25,34,1
Male,43,1,8,0,1-2 Year,Yes,44504,7,107,1
Female,49,1,28,0,1-2 Year,Yes,45846,124,219,1
Female,45,1,28,0,1-2 Year,Yes,37541,26,298,1
Male,50,1,46,0,> 2 Years,Yes,28288,26,68,1
Male,35,1,14,0,1-2 Year,Yes,2630,157,216,1
Male,41,1,37,1,1-2 Year,No,2630,122,172,0
Male,43,1,8,0,1-2 Year,Yes,44811,26,88,0
Male,73,1,18,0,> 2 Years,Yes,39661,26,207,1
Male,35,1,28,0,1-2 Year,Yes,2630,157,98,1
Male,42,1,8,0,1-2 Year,Yes,57149,124,282,1
Male,48,1,8,0,1-2 Year,Yes,28289,124,158,1
Male,21,1,8,1,< 1 Year,No,58187,160,68,0
Female,32,1,30,0,1-2 Year,Yes,26521,124,16,1
Female,44,1,38,1,1-2 Year,No,27240,124,276,0
Male,21,1,3,0,< 1 Year,Yes,26536,160,256,0
Male,37,1,24,0,1-2 Year,Yes,2630,124,171,1
Male,61,1,29,1,1-2 Year,No,27138,124,240,0
Female,45,1,38,1,1-2 Year,No,20247,26,269,0
Male,75,1,28,0,1-2 Year,No,51428,31,207,0
Female,42,1,41,0,1-2 Year,Yes,43119,12,62,1
Male,41,1,28,0,1-2 Year,Yes,34181,26,54,1
Male,57,1,28,0,1-2 Year,Yes,2630,124,205,1
Male,39,1,28,0,1-2 Year,Yes,24873,124,258,1
Male,37,1,4,0,1-2 Year,Yes,31902,154,20,0
Female,22,1,45,0,< 1 Year,Yes,21380,152,286,1
Male,25,1,18,0,< 1 Year,Yes,36435,152,191,1
Female,23,1,30,1,< 1 Year,No,26330,152,194,0
Female,66,1,11,0,1-2 Year,Yes,35928,157,62,1
Male,22,1,8,1,< 1 Year,No,47169,152,39,0
Male,24,1,23,0,< 1 Year,Yes,30760,124,129,1
Male,24,1,3,1,< 1 Year,No,43106,152,96,0
Male,43,1,36,0,1-2 Year,Yes,68590,124,130,1
Female,32,1,28,0,1-2 Year,Yes,29767,124,119,0
Male,33,1,45,0,< 1 Year,Yes,42910,26,54,1
Male,37,1,28,0,1-2 Year,Yes,47884,157,233,0
Male,44,1,29,0,1-2 Year,Yes,41993,124,49,1
Female,22,1,18,1,< 1 Year,No,35200,152,22,0
Male,76,1,28,0,> 2 Years,Yes,2630,26,123,1
Male,37,1,28,0,1-2 Year,Yes,41794,124,220,1
Female,23,1,8,0,< 1 Year,Yes,51871,152,197,1
Female,46,1,29,0,1-2 Year,Yes,37947,124,124,1
Female,27,1,30,0,< 1 Year,No,2630,160,260,1
Female,46,1,28,0,> 2 Years,Yes,34170,26,97,1
Male,25,1,2,0,< 1 Year,No,31631,152,49,0
Male,56,1,28,0,1-2 Year,Yes,29963,37,152,1
Female,36,1,47,0,1-2 Year,Yes,32595,26,41,1
Female,24,1,6,1,< 1 Year,No,33216,152,238,0
Male,48,1,43,0,> 2 Years,Yes,19621,26,140,1
Female,43,1,41,0,1-2 Year,Yes,26031,156,40,0
Male,52,1,26,0,> 2 Years,Yes,25550,124,195,1
Female,22,1,41,0,< 1 Year,Yes,34163,124,176,1
Male,24,1,22,1,< 1 Year,No,25828,152,249,0
Male,63,1,41,0,1-2 Year,Yes,33436,26,65,1
Male,47,1,28,0,1-2 Year,Yes,2630,124,246,0
Male,44,1,32,0,> 2 Years,Yes,37831,124,160,1
Male,61,1,48,1,1-2 Year,No,2630,26,96,0
Male,52,1,28,0,1-2 Year,Yes,42017,26,229,0
Female,33,1,50,1,< 1 Year,No,2630,152,158,0
Female,61,1,28,1,1-2 Year,No,2630,26,131,0
Female,38,1,28,0,1-2 Year,Yes,41019,122,100,0
Male,40,1,35,0,1-2 Year,Yes,24936,124,98,1
Male,30,1,28,0,< 1 Year,Yes,44381,124,227,0
Female,27,1,8,0,1-2 Year,Yes,59772,156,279,1
Male,45,1,41,0,1-2 Year,Yes,33533,12,188,1
Female,39,1,47,0,1-2 Year,Yes,34665,122,171,0
Male,59,1,46,1,1-2 Year,No,25889,119,33,0
Female,22,1,27,1,< 1 Year,No,27331,152,172,0
Male,25,1,40,0,< 1 Year,No,53265,152,183,0
Female,50,1,28,0,1-2 Year,Yes,56849,124,284,1
Male,25,1,28,0,< 1 Year,Yes,36707,26,174,1
Female,22,1,30,1,< 1 Year,No,30407,152,205,0
Male,64,1,29,0,1-2 Year,Yes,44432,154,114,1
Male,40,1,28,0,1-2 Year,Yes,39492,26,194,1
Male,46,1,28,0,1-2 Year,Yes,29319,26,248,0
Male,50,1,28,0,1-2 Year,Yes,51955,26,226,0
Female,47,1,28,0,1-2 Year,Yes,35708,29,49,1
Female,36,1,28,0,1-2 Year,Yes,2630,61,219,1
Male,21,1,36,0,< 1 Year,No,31386,160,225,0
Male,52,1,31,1,1-2 Year,No,2630,124,272,0
Male,57,1,41,0,1-2 Year,Yes,2630,124,244,0
Male,58,1,46,1,1-2 Year,No,26698,152,297,0
Female,24,1,8,0,< 1 Year,Yes,39365,152,172,0
Male,50,1,28,0,1-2 Year,Yes,2630,154,212,0
Female,54,1,2,1,1-2 Year,No,33564,26,225,0
Male,43,1,28,0,> 2 Years,Yes,2630,124,249,0
Male,23,1,41,0,< 1 Year,Yes,42915,152,240,1
Male,29,1,33,1,< 1 Year,No,26979,152,62,0
Male,24,1,8,1,< 1 Year,No,39693,152,254,0
Female,56,1,28,0,1-2 Year,Yes,33240,26,99,1
Male,34,1,28,0,1-2 Year,Yes,39249,124,57,1
Male,47,1,4,0,> 2 Years,Yes,42095,26,150,0
Male,48,1,46,1,1-2 Year,Yes,37025,11,52,0
Male,40,1,28,1,1-2 Year,No,42541,124,248,0
Male,53,1,46,1,1-2 Year,Yes,43671,124,252,0
Female,26,1,37,0,< 1 Year,Yes,31985,152,281,0
Male,47,1,23,0,1-2 Year,Yes,2630,157,183,0
Male,23,1,33,1,< 1 Year,No,40263,152,200,0
Female,71,1,28,0,1-2 Year,Yes,20882,124,45,0
Female,24,1,43,1,< 1 Year,No,28785,152,290,0
Male,32,1,21,0,< 1 Year,Yes,24218,152,130,1
Male,32,1,28,0,< 1 Year,Yes,54173,152,186,0
Male,43,1,28,0,1-2 Year,Yes,34625,26,222,1
Male,43,1,28,0,1-2 Year,Yes,26637,26,14,1
Male,23,1,29,1,< 1 Year,No,23776,152,86,0
Female,50,1,50,0,> 2 Years,Yes,64259,26,231,1
Male,28,1,28,0,< 1 Year,Yes,49104,152,237,1
Female,35,1,3,0,1-2 Year,Yes,18851,26,166,1
Female,23,1,48,0,< 1 Year,Yes,2630,152,236,1
Female,28,1,28,1,< 1 Year,No,37917,152,168,0
Male,52,1,43,0,1-2 Year,Yes,36813,25,223,1
Female,78,1,46,1,1-2 Year,No,35182,26,165,0
Female,39,1,28,0,1-2 Year,Yes,31002,122,206,1
Male,44,1,48,0,> 2 Years,Yes,2630,15,131,1
Male,68,1,50,1,1-2 Year,No,25298,26,136,0
Male,45,1,41,1,1-2 Year,No,38207,26,194,0
Male,40,1,28,0,1-2 Year,Yes,53017,124,191,1
Male,67,1,29,0,< 1 Year,Yes,36836,26,224,1
Female,42,1,8,0,1-2 Year,Yes,28552,26,32,1
Male,27,1,28,1,< 1 Year,No,72484,152,145,0
Female,24,1,45,1,< 1 Year,No,36609,152,177,0
Male,39,1,21,0,1-2 Year,Yes,25667,26,66,1
Male,54,1,50,0,1-2 Year,Yes,26950,154,150,0
Female,24,1,8,1,< 1 Year,No,39860,152,108,0
Male,45,1,28,0,1-2 Year,Yes,35876,26,269,0
Male,56,1,28,0,1-2 Year,Yes,45684,26,117,1
Male,50,1,28,0,1-2 Year,Yes,46110,24,122,0
Male,25,1,11,1,< 1 Year,No,40601,152,271,0
Male,60,1,28,0,1-2 Year,Yes,33882,26,262,1
Female,56,1,41,0,1-2 Year,Yes,50965,26,233,1
Male,63,1,28,0,1-2 Year,Yes,67797,26,126,1
Male,23,1,8,0,< 1 Year,Yes,36644,26,157,0
Male,46,1,28,0,1-2 Year,Yes,39912,124,171,1
Female,36,1,28,0,1-2 Year,Yes,34132,124,198,0
Male,75,1,28,0,1-2 Year,Yes,82932,26,185,0
Male,32,1,45,0,< 1 Year,Yes,31719,124,144,1
Male,21,1,13,0,< 1 Year,Yes,34322,160,142,1
Male,55,1,28,0,> 2 Years,Yes,34425,26,158,1
Male,58,1,8,1,1-2 Year,No,55287,124,247,0
Male,62,1,46,0,1-2 Year,Yes,48248,124,200,1
Female,21,1,15,1,< 1 Year,No,26690,152,156,0
Female,25,1,28,1,< 1 Year,No,32261,152,166,0
Male,58,1,8,0,1-2 Year,Yes,41210,26,144,1
Female,59,1,37,1,1-2 Year,No,39257,152,201,0
Female,36,1,8,0,> 2 Years,Yes,31469,26,120,1
Male,55,1,43,0,1-2 Year,Yes,33476,26,226,1
Female,29,1,43,0,< 1 Year,Yes,2630,124,228,1
Male,36,1,15,1,1-2 Year,No,2630,157,138,0
Female,26,1,16,1,< 1 Year,No,2630,152,257,0
Male,57,1,6,0,1-2 Year,Yes,40579,116,121,1
Male,61,1,28,0,1-2 Year,Yes,39263,26,91,0
Female,30,1,28,1,< 1 Year,No,39431,152,265,0
Female,42,1,41,0,1-2 Year,Yes,25483,26,268,1
Female,24,1,42,0,1-2 Year,Yes,36497,26,270,0
Male,58,1,28,0,1-2 Year,Yes,37242,157,169,1
Male,47,1,28,0,1-2 Year,Yes,27065,30,223,1
Female,33,1,3,1,< 1 Year,No,2630,152,297,0
Male,47,1,8,0,1-2 Year,Yes,38542,26,215,1
Female,50,1,7,0,1-2 Year,Yes,25103,163,245,1
Female,69,1,41,1,1-2 Year,No,30095,26,86,0
Female,22,1,37,0,< 1 Year,No,22332,152,91,0
Male,43,1,45,0,1-2 Year,Yes,19059,26,222,0
Female,43,1,46,0,1-2 Year,Yes,25243,124,172,1
Female,48,1,28,0,1-2 Year,Yes,21152,154,24,1
Male,23,1,25,0,< 1 Year,No,28115,152,110,0
Male,45,1,46,0,1-2 Year,Yes,38831,92,184,1
Female,59,1,5,0,1-2 Year,No,35844,124,11,0
Female,48,1,8,0,1-2 Year,Yes,30647,26,99,1
Male,47,1,8,0,1-2 Year,Yes,2630,124,287,0
Male,44,1,8,0,1-2 Year,Yes,33131,26,243,1
Male,41,1,31,1,1-2 Year,No,2630,124,258,0
Male,72,1,28,0,1-2 Year,Yes,44731,26,41,0
Male,49,1,28,0,1-2 Year,Yes,53841,56,59,1
Female,21,1,2,0,< 1 Year,Yes,29702,160,238,0
Male,54,1,18,0,1-2 Year,Yes,41132,31,77,0
Female,20,1,11,0,< 1 Year,Yes,35900,160,81,1
Male,52,1,28,0,1-2 Year,Yes,39306,26,216,0
Female,20,1,50,0,< 1 Year,Yes,2630,163,182,1
Female,52,1,8,1,1-2 Year,No,49123,124,232,0
Female,24,1,15,0,< 1 Year,Yes,28555,152,236,1
Female,33,1,29,0,< 1 Year,No,2630,154,25,0
Male,35,1,11,0,1-2 Year,Yes,2630,157,48,1
Male,29,1,21,1,< 1 Year,No,30999,152,273,0
Female,43,1,28,0,1-2 Year,Yes,38811,26,163,0
Male,61,1,28,0,1-2 Year,Yes,26915,124,66,1
Male,38,1,2,0,1-2 Year,Yes,2630,156,296,1
Male,61,1,28,0,> 2 Years,Yes,60534,124,92,1
Male,51,1,8,0,1-2 Year,Yes,25172,26,76,1
Male,20,1,12,0,< 1 Year,Yes,25124,160,267,0
Male,56,1,32,0,1-2 Year,Yes,24406,124,50,0
Male,50,1,46,0,1-2 Year,Yes,33305,124,200,1
Male,24,1,28,1,< 1 Year,No,24447,152,128,0
Male,69,1,20,0,> 2 Years,Yes,2630,26,285,0
Female,27,1,8,1,< 1 Year,No,48578,152,218,0
Male,63,1,28,1,1-2 Year,No,49142,124,108,0
Male,43,1,28,0,1-2 Year,Yes,24288,26,297,0
Female,53,1,28,0,1-2 Year,Yes,2630,26,155,0
Female,31,1,28,0,1-2 Year,Yes,26332,154,41,1
Male,47,1,28,1,1-2 Year,No,51660,30,256,0
Male,36,1,30,0,1-2 Year,Yes,14372,154,230,0
Male,24,1,37,1,< 1 Year,No,44882,152,92,0
Male,35,1,28,0,1-2 Year,No,27265,4,240,0
Male,31,1,46,1,< 1 Year,No,37997,152,249,0
Female,42,1,28,0,1-2 Year,Yes,43715,4,247,1
Female,22,1,12,0,< 1 Year,Yes,2630,160,278,0
Female,29,1,28,0,< 1 Year,Yes,57667,124,213,1
Male,63,1,28,0,1-2 Year,Yes,41062,124,62,0
Female,69,1,27,0,1-2 Year,Yes,57536,124,220,1
Male,51,1,28,1,1-2 Year,No,28525,26,14,0
Male,23,1,8,0,< 1 Year,Yes,43963,152,131,0
Female,48,1,28,0,1-2 Year,Yes,41134,124,67,0
Female,66,1,28,0,1-2 Year,Yes,26180,26,57,1
Female,25,1,37,1,< 1 Year,No,27635,152,94,0
Male,55,1,36,0,1-2 Year,Yes,22048,150,165,0
Male,24,1,29,1,< 1 Year,No,42406,152,32,0
Female,48,1,28,0,1-2 Year,Yes,38473,124,125,0
Male,23,1,29,1,< 1 Year,No,37365,152,108,0
Male,43,1,8,1,1-2 Year,No,78531,7,58,0
Male,27,1,13,1,1-2 Year,No,18031,124,76,0
Female,76,1,0,0,1-2 Year,Yes,2630,26,162,1
Male,36,1,18,0,1-2 Year,Yes,37953,124,261,1
Female,49,1,46,1,1-2 Year,Yes,45437,26,281,0
Male,47,1,28,0,1-2 Year,Yes,45792,26,22,1
Female,37,1,28,0,1-2 Year,Yes,37538,26,55,1
Male,30,1,28,0,< 1 Year,Yes,36309,124,137,1
Female,27,1,41,1,< 1 Year,No,23325,152,173,0
Female,23,1,28,0,< 1 Year,Yes,2630,156,291,0
Female,34,1,30,1,1-2 Year,No,27107,7,117,0
Male,26,1,6,1,< 1 Year,No,2630,152,21,0
Female,34,1,17,0,1-2 Year,Yes,41841,26,75,1
Female,47,1,28,1,1-2 Year,No,23771,26,153,0
Male,36,1,9,0,1-2 Year,No,2630,26,152,0
Male,21,1,50,0,< 1 Year,No,31901,160,162,0
Female,54,1,28,1,1-2 Year,No,43036,13,55,0
Female,43,1,30,0,1-2 Year,No,2630,160,261,0
Female,25,1,49,1,< 1 Year,No,28053,152,248,0
Female,64,1,28,0,> 2 Years,Yes,51159,26,131,0
Male,50,1,22,0,< 1 Year,No,2630,1,154,0
Male,58,1,8,0,1-2 Year,Yes,2630,26,94,1
Female,43,1,36,1,1-2 Year,No,2630,152,254,0
Male,69,1,8,0,1-2 Year,Yes,2630,26,149,0
Female,78,1,28,0,1-2 Year,No,36349,124,111,0
Female,30,1,28,1,1-2 Year,No,53122,26,64,0
Male,71,1,28,0,1-2 Year,Yes,29518,26,283,0
Male,26,1,28,1,< 1 Year,No,37433,152,199,0
Male,38,1,28,0,1-2 Year,Yes,28595,26,155,1
Female,39,1,41,0,1-2 Year,Yes,30221,12,131,1
Female,44,1,36,0,1-2 Year,No,2630,26,74,0
Male,21,1,2,1,< 1 Year,No,2630,152,232,0
Male,42,1,8,0,1-2 Year,Yes,46891,124,76,0
Male,58,1,20,0,> 2 Years,Yes,2630,26,205,0
Male,80,1,33,0,1-2 Year,Yes,2630,156,10,1
Female,58,1,8,1,1-2 Year,No,2630,7,120,0
Male,52,1,28,1,1-2 Year,No,41751,124,273,0
Male,26,1,46,1,< 1 Year,No,24943,152,206,0
Female,67,1,28,0,1-2 Year,Yes,51040,124,247,1
Female,28,1,28,0,< 1 Year,Yes,31322,152,272,1
Female,72,1,28,0,1-2 Year,Yes,59801,26,271,0
Male,34,1,50,0,1-2 Year,Yes,2630,160,187,0
Female,35,1,41,0,< 1 Year,No,2630,1,200,0
Female,45,1,35,0,1-2 Year,Yes,23377,124,113,1
Female,77,1,36,0,1-2 Year,No,26095,124,286,0
Male,51,1,28,0,1-2 Year,Yes,42348,155,200,0
Female,23,1,30,1,< 1 Year,No,23693,152,203,0
Female,21,1,8,1,< 1 Year,No,44268,160,230,0
Male,35,1,36,1,1-2 Year,No,2630,124,218,0
Male,58,1,8,0,1-2 Year,No,32519,26,249,0
Male,24,1,29,1,< 1 Year,No,19390,152,258,0
Male,39,1,45,0,1-2 Year,Yes,2630,156,175,1
Female,30,1,28,0,< 1 Year,Yes,56581,124,18,1
Female,35,1,28,0,1-2 Year,Yes,39690,26,37,1
Female,40,1,28,0,1-2 Year,Yes,57258,26,139,1
Male,55,1,28,1,1-2 Year,No,61821,125,186,0
Female,25,1,6,1,< 1 Year,No,25377,152,279,0
Male,39,1,28,0,1-2 Year,Yes,2630,157,69,1
Male,34,1,28,0,1-2 Year,Yes,57483,122,146,0
Male,46,1,28,1,1-2 Year,No,47627,124,10,0
Male,67,1,28,0,> 2 Years,Yes,44553,122,75,0
Male,25,1,44,0,< 1 Year,Yes,31048,152,254,1
Male,31,1,8,0,< 1 Year,Yes,2630,156,205,1
Male,40,1,45,0,1-2 Year,Yes,26217,26,82,0
Male,21,1,41,1,< 1 Year,No,22079,152,128,0
Male,48,1,10,0,1-2 Year,Yes,26411,124,64,1
Female,33,1,41,0,< 1 Year,Yes,33480,152,76,1
Male,23,1,39,1,< 1 Year,No,28803,152,71,0
Male,35,1,50,0,1-2 Year,Yes,24264,26,134,1
Male,24,1,27,1,< 1 Year,No,2630,152,81,0
Female,38,1,28,1,1-2 Year,No,2630,156,85,0
Female,48,1,39,0,1-2 Year,Yes,46197,26,178,1
Male,28,1,44,1,< 1 Year,No,30137,152,298,0
Female,37,1,2,0,1-2 Year,Yes,28865,124,62,1
Female,23,1,14,1,< 1 Year,No,2630,152,172,0
Male,57,1,28,0,1-2 Year,Yes,36202,3,70,1
Female,28,1,18,1,< 1 Year,No,32612,152,92,0
Male,21,1,37,1,< 1 Year,Yes,34026,152,256,0
Female,31,1,28,0,1-2 Year,Yes,23970,154,21,1
Female,53,1,28,0,1-2 Year,Yes,47085,122,170,1
Male,47,1,28,0,1-2 Year,Yes,49930,26,58,0
Male,42,1,28,0,1-2 Year,Yes,51088,26,14,1
Male,31,1,35,0,< 1 Year,Yes,2630,152,241,1
Female,22,1,2,1,< 1 Year,No,2630,152,257,0
Female,42,1,47,0,1-2 Year,Yes,25182,26,34,1
Male,41,1,28,0,1-2 Year,Yes,2630,26,112,1
Female,50,1,28,0,1-2 Year,Yes,38956,26,43,1
Female,36,1,7,0,1-2 Year,Yes,2630,152,12,1
Male,65,1,45,0,1-2 Year,Yes,37934,26,144,0
Female,63,1,28,0,1-2 Year,Yes,44128,26,29,1
Male,37,1,33,0,1-2 Year,Yes,28814,124,213,1
Male,42,1,29,0,1-2 Year,Yes,25830,7,263,1
Male,39,1,28,0,1-2 Year,Yes,2630,157,203,1
Male,48,1,28,0,1-2 Year,Yes,39461,124,289,1
Male,48,1,8,0,1-2 Year,Yes,42675,124,20,1
Female,22,1,13,1,< 1 Year,No,26454,152,105,0
Male,48,1,28,0,1-2 Year,Yes,37503,52,123,1
Male,71,1,28,1,1-2 Year,No,39068,125,264,0
Male,24,1,28,1,< 1 Year,No,39992,152,99,0
Female,33,1,30,0,< 1 Year,Yes,27479,124,119,1
Female,21,1,28,0,1-2 Year,Yes,2630,156,102,1
Male,49,1,41,0,1-2 Year,Yes,39444,12,17,1
Female,47,1,46,0,< 1 Year,Yes,33264,124,267,1
Female,27,1,10,1,< 1 Year,No,31660,152,236,0
Female,25,1,30,1,< 1 Year,No,24164,152,89,0
Female,22,1,45,0,< 1 Year,Yes,2630,160,183,0
Male,70,1,28,1,1-2 Year,Yes,29054,26,64,0
Female,55,1,29,0,1-2 Year,Yes,35800,26,26,1
Female,42,1,28,0,1-2 Year,Yes,32619,26,46,1
Male,39,1,14,0,1-2 Year,Yes,2630,124,169,0
Female,45,1,28,0,1-2 Year,Yes,92584,124,49,0
Male,44,1,28,1,1-2 Year,No,44719,26,243,0
Male,32,1,28,0,< 1 Year,Yes,2630,156,82,1
Male,52,1,46,0,1-2 Year,Yes,25184,124,283,0
Male,48,1,28,0,1-2 Year,Yes,48361,26,147,1
Female,23,1,9,1,< 1 Year,Yes,28697,152,79,0
Female,27,1,41,1,< 1 Year,No,28246,153,283,0
Female,47,1,28,0,1-2 Year,Yes,36277,122,128,1
Male,48,1,11,0,1-2 Year,Yes,31027,124,250,1
Male,71,1,47,0,1-2 Year,Yes,35751,155,132,1
Female,48,1,7,0,1-2 Year,Yes,2630,124,169,1
Male,40,1,28,0,1-2 Year,Yes,38014,124,59,1
Female,38,1,28,0,1-2 Year,Yes,30545,124,85,1
Male,28,1,28,0,< 1 Year,Yes,30348,156,205,1
Male,22,1,28,0,< 1 Year,Yes,39137,152,60,1
Female,34,1,28,0,1-2 Year,Yes,38175,124,296,1
Male,47,1,17,0,1-2 Year,Yes,47604,124,257,1
Female,53,1,46,0,1-2 Year,Yes,44038,91,184,0
Female,35,1,28,0,1-2 Year,Yes,52077,124,111,1
Male,24,1,8,1,< 1 Year,No,36543,152,50,0
Female,42,1,28,0,1-2 Year,Yes,2630,26,32,1
Female,53,1,28,1,1-2 Year,No,32876,26,100,0
Male,40,1,28,1,1-2 Year,No,33123,26,94,0
Female,47,1,28,0,1-2 Year,Yes,38744,25,22,1
Male,69,1,13,1,1-2 Year,No,23539,124,189,0
Male,29,1,19,1,< 1 Year,No,2630,152,238,0
Female,38,1,28,0,1-2 Year,Yes,48286,26,22,1
Male,24,1,12,1,< 1 Year,No,23212,152,195,0
Male,32,1,15,0,1-2 Year,Yes,2630,124,262,1
Male,25,1,41,1,< 1 Year,No,24032,152,248,0
Female,25,1,37,1,< 1 Year,No,20482,152,87,0
Male,21,1,37,0,< 1 Year,Yes,25286,160,165,0
Female,25,1,25,1,< 1 Year,No,22089,152,226,0
Female,26,1,3,0,< 1 Year,Yes,32929,160,235,0
Female,23,1,41,1,< 1 Year,No,28713,152,243,0
Male,49,1,28,0,1-2 Year,Yes,41375,124,298,1
Male,43,1,45,1,1-2 Year,Yes,23427,124,248,0
Male,44,1,42,0,1-2 Year,Yes,2630,26,130,1
Male,21,1,32,1,< 1 Year,No,26849,152,206,0
Male,20,1,25,0,< 1 Year,Yes,24671,160,217,0
Male,51,1,24,0,1-2 Year,Yes,25903,124,100,0
Female,54,1,28,0,> 2 Years,Yes,37142,26,99,1
Female,53,1,32,1,1-2 Year,No,2630,124,169,0
Female,21,1,13,0,< 1 Year,Yes,21922,152,244,1
Male,34,1,8,0,1-2 Year,Yes,51290,124,63,1
Female,24,1,47,0,1-2 Year,Yes,35239,26,76,0
